CALDAY,IS_MBS,CITY,BUSINESS_UNIT,VALUE_TRANSACTIONS_TOTAL,VALUE_SALE_AMOUNT_TOTAL
2023-09-19,0,HÀ NỘI,1500,26190,5080430753
2022-10-09,0,HỒ CHÍ MINH,2000,124112,16156839852
2023-10-06,1,HỒ CHÍ MINH,2000,35354,4857250396
2023-01-21,0,HÀ NỘI,1009,54,2739650
2023-03-24,0,HÀ NỘI,1500,26105,6489150203
2023-10-25,1,HỒ CHÍ MINH,2000,40495,5535792233
2023-04-11,1,HỒ CHÍ MINH,2000,27829,4084325574
2022-05-15,0,HÀ NỘI,1500,52815,16928892277
2023-08-16,1,HỒ CHÍ MINH,1500,5431,1636447608
2023-05-13,0,HÀ NỘI,1500,32330,10852401774
2022-06-02,0,HÀ NỘI,2000,217232,23492883929
2023-04-10,1,HỒ CHÍ MINH,1500,5539,1472254601
2022-11-16,1,HÀ NỘI,2000,6011,877464494
2024-01-12,1,HỒ CHÍ MINH,2000,52140,6322954253
2023-11-25,1,HÀ NỘI,1009,53,14635528
2023-07-13,0,HỒ CHÍ MINH,2000,71237,6975313894
2023-10-06,0,HÀ NỘI,1009,53,2082580
2022-09-22,1,HÀ NỘI,1009,14,1779400
2022-10-13,1,HỒ CHÍ MINH,1009,21,1656510
2023-08-30,1,HÀ NỘI,1500,15842,4456572208
2024-03-28,1,HỒ CHÍ MINH,2000,44328,5647772484
2022-03-29,0,HÀ NỘI,1500,34644,9357903046
2023-11-26,0,HÀ NỘI,1009,65,9209170
2024-04-01,0,HỒ CHÍ MINH,1500,8231,1780190165
2022-12-15,0,HÀ NỘI,2000,181585,20591356057
2022-12-27,0,HÀ NỘI,1500,38197,10442089935
2023-10-06,0,HÀ NỘI,2000,112583,8888281783
2023-05-12,0,HỒ CHÍ MINH,2000,80817,9047525136
2022-09-07,0,HÀ NỘI,1500,41884,10570554721
2023-07-25,1,HỒ CHÍ MINH,2000,32896,4607226626
2022-07-13,0,HỒ CHÍ MINH,2000,108848,13740299403
2022-01-09,0,HÀ NỘI,1500,41548,18181180192
2022-12-31,0,HỒ CHÍ MINH,1500,17039,6906059416
2023-10-31,0,HÀ NỘI,1500,23300,5691262668
2024-03-22,1,HÀ NỘI,2000,71747,8721526001
2023-08-30,0,HÀ NỘI,1500,28402,6388768995
2023-07-23,1,HỒ CHÍ MINH,1500,7262,2536341593
2023-11-13,1,HÀ NỘI,2000,115158,14086871807
2023-10-14,1,HÀ NỘI,2000,102494,13789205041
2023-09-16,1,HỒ CHÍ MINH,2000,44594,6606001205
2023-01-09,0,HỒ CHÍ MINH,1500,9845,3866837504
2023-06-24,1,HỒ CHÍ MINH,1500,5926,1905663987
2023-06-14,1,HÀ NỘI,2000,75502,9956351423
2024-01-26,0,HÀ NỘI,1500,23076,6866137131
2023-08-02,1,HÀ NỘI,1500,19338,5743082769
2023-09-22,0,HỒ CHÍ MINH,1009,167,10472854
2023-01-02,1,HÀ NỘI,2000,5791,921238987
2023-11-05,1,HỒ CHÍ MINH,1009,213,29711505
2023-01-06,1,HÀ NỘI,1009,55,2359500
2023-08-23,1,HỒ CHÍ MINH,1009,131,15370436
2023-09-12,1,HỒ CHÍ MINH,1009,175,36314885
2023-05-15,0,HỒ CHÍ MINH,1009,154,9063700
2023-08-31,0,HỒ CHÍ MINH,1009,156,19800430
2024-01-22,1,HÀ NỘI,1500,21570,6664204297
2023-06-03,0,HÀ NỘI,1009,57,4379430
2023-09-08,0,HÀ NỘI,2000,121926,9848489710
2023-11-28,0,HÀ NỘI,1009,69,2449290
2023-08-13,0,HÀ NỘI,1009,32,2814600
2023-04-21,1,HỒ CHÍ MINH,2000,26849,3995925479
2022-06-07,0,HÀ NỘI,2000,206662,22576008671
2024-03-19,0,HỒ CHÍ MINH,1500,9104,1722706139
2023-04-18,1,HỒ CHÍ MINH,1500,5856,1466526280
2024-02-25,0,HỒ CHÍ MINH,1009,47,1995645
2022-03-28,0,HỒ CHÍ MINH,2000,102921,12976149025
2022-04-08,0,HÀ NỘI,1500,37901,10924769627
2024-03-31,1,HỒ CHÍ MINH,1500,6623,2349191796
2022-12-16,1,HỒ CHÍ MINH,1009,67,5909525
2023-09-20,0,HÀ NỘI,2000,113080,10041744813
2023-12-11,1,HỒ CHÍ MINH,1009,294,40524258
2022-01-19,0,HỒ CHÍ MINH,1500,10550,4266991691
2023-01-01,0,HỒ CHÍ MINH,1009,151,11708082
2023-07-11,0,HỒ CHÍ MINH,2000,84540,8424518101
2023-02-18,0,HÀ NỘI,1009,58,3201800
2023-12-27,0,HỒ CHÍ MINH,1009,70,3397080
2023-02-06,1,HỒ CHÍ MINH,1009,72,6811845
2023-12-09,0,HỒ CHÍ MINH,2000,74060,7575687317
2023-11-17,0,HỒ CHÍ MINH,2000,69304,7110159949
2023-03-14,0,HỒ CHÍ MINH,1500,7723,1629388930
2023-05-23,0,HÀ NỘI,1009,23,1920100
2024-03-13,1,HỒ CHÍ MINH,1009,115,29846114
2024-01-11,1,HỒ CHÍ MINH,1500,5209,1497716339
2022-05-20,0,HÀ NỘI,2000,196010,21475492537
2024-01-12,1,HÀ NỘI,1500,19902,5456881988
2024-02-23,1,HÀ NỘI,2000,75855,9755049222
2023-01-03,0,HÀ NỘI,1009,64,3886000
2022-02-12,0,HỒ CHÍ MINH,1500,13990,4676684910
2023-10-08,1,HỒ CHÍ MINH,1500,8333,2915327434
2024-01-25,0,HỒ CHÍ MINH,1500,8536,1699846758
2022-11-10,1,HÀ NỘI,2000,6994,1034036778
2022-11-25,0,HÀ NỘI,2000,190954,19974934610
2023-12-03,1,HỒ CHÍ MINH,1009,356,41036630
2022-11-26,0,HỒ CHÍ MINH,1500,17487,5237327569
2023-12-06,0,HỒ CHÍ MINH,1500,8738,2227248528
2023-05-08,1,HỒ CHÍ MINH,2000,28641,4014462919
2022-11-07,1,HÀ NỘI,2000,8552,1320556610
2023-05-31,0,HỒ CHÍ MINH,1009,62,2942350
2023-07-21,0,HÀ NỘI,1500,27579,5497427606
2022-04-12,0,HỒ CHÍ MINH,2000,104429,14967282176
2022-10-31,0,HỒ CHÍ MINH,1009,173,9116680
2022-02-23,0,HÀ NỘI,2000,176007,22468986863
2022-02-08,0,HÀ NỘI,2000,167385,20455139083
2022-06-17,0,HÀ NỘI,1500,45024,11695719552
2023-06-10,0,HÀ NỘI,2000,147170,14365148345
2023-09-22,1,HỒ CHÍ MINH,2000,36464,5079580864
2023-12-26,0,HÀ NỘI,2000,86934,8666580850
2023-04-19,0,HỒ CHÍ MINH,2000,82775,8742242930
2023-09-06,0,HÀ NỘI,2000,124862,9904198295
2022-08-27,0,HỒ CHÍ MINH,2000,116017,15076256536
2022-05-10,0,HỒ CHÍ MINH,1500,13149,3215262435
2024-03-10,0,HÀ NỘI,1500,26901,10283342716
2023-06-18,0,HỒ CHÍ MINH,2000,93231,9315869809
2022-01-14,0,HỒ CHÍ MINH,1500,10461,4541938466
2022-10-10,0,HỒ CHÍ MINH,2000,102811,14310569608
2023-12-13,0,HÀ NỘI,2000,93231,8632879212
2024-02-14,1,HÀ NỘI,2000,85353,11171847761
2024-01-03,1,HỒ CHÍ MINH,2000,55020,6738926654
2022-09-15,0,HÀ NỘI,1500,42998,10395540494
2023-08-11,1,HỒ CHÍ MINH,2000,36569,5348321752
2024-01-20,1,HÀ NỘI,1500,27361,10414425131
2024-02-25,1,HÀ NỘI,1500,24890,8149456224
2023-02-19,1,HỒ CHÍ MINH,1500,3592,1277871218
2024-04-16,0,HỒ CHÍ MINH,1009,44,2755600
2023-01-04,0,HÀ NỘI,1009,51,3515500
2023-02-04,1,HỒ CHÍ MINH,1009,63,7918220
2022-09-17,1,HÀ NỘI,2000,6926,1124093467
2023-11-05,0,HÀ NỘI,1009,78,4804260
2023-03-20,0,HỒ CHÍ MINH,2000,82391,8911317860
2023-11-20,1,HỒ CHÍ MINH,1009,425,36651898
2022-03-09,0,HỒ CHÍ MINH,1500,11584,3195990544
2022-09-25,1,HỒ CHÍ MINH,1009,40,4761166
2023-10-28,0,HỒ CHÍ MINH,1500,9640,2115528300
2024-03-05,0,HÀ NỘI,2000,105004,11385677456
2022-02-24,0,HÀ NỘI,2000,172431,21595059011
2023-08-03,0,HỒ CHÍ MINH,2000,77232,7754852873
2024-02-06,1,HÀ NỘI,2000,87381,17355402572
2022-07-01,0,HÀ NỘI,2000,203224,21802761557
2023-01-19,0,HỒ CHÍ MINH,2000,96195,15282963332
2024-02-23,1,HỒ CHÍ MINH,1009,112,24167086
2022-07-18,0,HÀ NỘI,1500,43574,10606009533
2024-01-08,1,HỒ CHÍ MINH,2000,55839,6829557382
2023-07-22,1,HỒ CHÍ MINH,1500,6331,2181962379
2023-10-26,0,HỒ CHÍ MINH,2000,70704,6544667070
2023-08-25,0,HỒ CHÍ MINH,1500,9867,1911596291
2023-05-25,0,HÀ NỘI,1009,23,2140010
2023-12-26,1,HỒ CHÍ MINH,1500,5044,1413654056
2022-08-13,0,HÀ NỘI,1500,54166,16603083893
2023-03-02,1,HÀ NỘI,1500,13339,3671518512
2022-12-13,0,HÀ NỘI,1009,66,4382940
2023-01-16,1,HỒ CHÍ MINH,1500,1980,695918321
2023-09-14,0,HỒ CHÍ MINH,1500,8196,1573134249
2022-08-20,0,HÀ NỘI,2000,213608,25986583261
2024-03-24,0,HỒ CHÍ MINH,1500,11545,2587953257
2022-06-13,0,HÀ NỘI,1500,40573,9446915926
2022-06-19,0,HÀ NỘI,1500,55246,16877274738
2022-10-08,0,HỒ CHÍ MINH,1009,137,7858600
2022-03-01,0,HỒ CHÍ MINH,1500,11913,3264871840
2023-07-31,1,HÀ NỘI,1009,92,12898950
2023-03-25,1,HỒ CHÍ MINH,1500,5964,1879626085
2022-12-01,1,HỒ CHÍ MINH,1009,68,4577300
2022-11-29,0,HỒ CHÍ MINH,1500,13606,3754431740
2024-03-31,1,HÀ NỘI,1500,27748,9018129174
2023-10-30,1,HỒ CHÍ MINH,1009,172,18403515
2023-10-07,1,HÀ NỘI,1500,24193,9020346815
2023-01-25,1,HÀ NỘI,1500,3773,1201796775
2023-03-16,0,HÀ NỘI,1500,26578,5651746254
2022-11-12,1,HÀ NỘI,1009,15,898200
2024-04-03,0,HỒ CHÍ MINH,2000,67586,7544526425
2023-09-11,0,HỒ CHÍ MINH,2000,74795,8390672875
2023-05-31,0,HÀ NỘI,2000,147678,12698902132
2022-11-16,0,HỒ CHÍ MINH,1500,13452,3125524594
2022-11-30,0,HÀ NỘI,2000,194334,21941217111
2022-07-03,0,HÀ NỘI,2000,220243,24244241625
2023-08-23,0,HỒ CHÍ MINH,2000,75814,6674438432
2022-02-22,0,HỒ CHÍ MINH,2000,98533,13234478425
2022-05-22,0,HÀ NỘI,1500,46621,15174388928
2023-08-18,0,HÀ NỘI,1500,28178,5629187899
2023-01-12,0,HÀ NỘI,2000,156210,19116100142
2022-12-03,0,HÀ NỘI,1500,50175,14920371643
2023-06-09,0,HÀ NỘI,2000,133295,12406819525
2023-07-14,0,HỒ CHÍ MINH,2000,76123,7970799640
2023-03-12,0,HÀ NỘI,2000,161708,15705456044
2023-03-01,0,HÀ NỘI,1500,26766,5709651310
2023-06-09,0,HỒ CHÍ MINH,2000,81892,8731179198
2023-02-28,1,HÀ NỘI,2000,46998,5819094531
2024-03-16,0,HÀ NỘI,1500,28089,8673602913
2024-04-14,1,HÀ NỘI,1500,29312,9157139229
2022-09-05,0,HỒ CHÍ MINH,1500,13727,3608766548
2023-09-16,0,HÀ NỘI,1500,31992,8090203873
2023-10-04,1,HỒ CHÍ MINH,1500,6215,1661718130
2024-02-25,1,HỒ CHÍ MINH,2000,51381,6915492002
2023-09-16,1,HÀ NỘI,1500,21101,7547655711
2023-05-09,1,HỒ CHÍ MINH,1500,5300,1411015178
2023-10-19,0,HỒ CHÍ MINH,1500,7795,1647348857
2022-10-28,0,HỒ CHÍ MINH,1500,13689,3954694219
2023-11-07,1,HỒ CHÍ MINH,1009,212,42864435
2022-10-20,1,HỒ CHÍ MINH,1009,27,3845000
2023-04-11,0,HỒ CHÍ MINH,1009,183,11984057
2023-07-16,1,HỒ CHÍ MINH,2000,32774,5181635623
2023-01-15,0,HỒ CHÍ MINH,1009,153,9272015
2022-02-05,0,HỒ CHÍ MINH,1500,10194,2779516702
2022-10-14,1,HÀ NỘI,1009,14,1336000
2023-03-11,0,HÀ NỘI,1009,80,5310150
2022-12-20,0,HỒ CHÍ MINH,1009,144,8288616
2023-09-11,0,HÀ NỘI,1009,31,1115550
2023-07-28,0,HÀ NỘI,1009,47,1472580
2023-08-10,1,HỒ CHÍ MINH,1009,178,13064391
2022-03-04,0,HÀ NỘI,2000,159797,19702392762
2023-07-17,1,HỒ CHÍ MINH,1009,186,18670676
2023-06-13,0,HÀ NỘI,2000,122240,11875217990
2022-09-18,0,HÀ NỘI,1009,26,1797000
2022-11-30,1,HÀ NỘI,2000,7286,934787365
2023-07-21,1,HỒ CHÍ MINH,2000,30163,4374365730
2022-10-01,0,HỒ CHÍ MINH,1500,16637,5297416989
2023-08-25,0,HÀ NỘI,1500,27793,5298156850
2023-05-21,1,HÀ NỘI,1009,59,4177400
2023-08-10,1,HỒ CHÍ MINH,1500,5173,1521565474
2024-01-05,0,HÀ NỘI,1500,21236,6521108435
2023-03-18,1,HỒ CHÍ MINH,2000,29987,5222399680
2023-07-10,0,HỒ CHÍ MINH,2000,82518,8879000576
2023-09-01,1,HỒ CHÍ MINH,1500,5460,2044947591
2024-02-15,0,HỒ CHÍ MINH,2000,57199,6205943868
2023-11-30,0,HÀ NỘI,1500,18802,5300760964
2022-12-13,1,HỒ CHÍ MINH,2000,4869,655853055
2023-05-20,1,HÀ NỘI,2000,62753,9297618419
2023-03-04,1,HỒ CHÍ MINH,1500,3901,1438962004
2023-09-17,0,HÀ NỘI,2000,125591,12287281420
2022-08-10,0,HỒ CHÍ MINH,2000,110815,14526082333
2022-10-03,1,HÀ NỘI,2000,5680,831096541
2023-02-03,0,HÀ NỘI,2000,130359,12922013472
2023-12-09,0,HỒ CHÍ MINH,1009,102,11357029
2023-10-20,0,HỒ CHÍ MINH,1500,8477,1628049185
2023-01-07,1,HỒ CHÍ MINH,1009,206,6218945
2023-11-27,0,HÀ NỘI,2000,90483,7937597229
2023-05-06,1,HÀ NỘI,1500,18674,6357866498
2022-03-15,0,HÀ NỘI,1500,33510,9832618838
2023-06-06,0,HỒ CHÍ MINH,2000,86267,9653762235
2023-01-04,0,HÀ NỘI,1500,40548,13965821699
2022-03-17,0,HÀ NỘI,1500,33875,10044443099
2022-08-14,0,HỒ CHÍ MINH,2000,116220,14417637894
2024-01-07,1,HÀ NỘI,1500,27106,9326364692
2023-07-01,0,HỒ CHÍ MINH,1500,10860,2464283523
2024-01-20,1,HÀ NỘI,2000,100303,13172318231
2024-04-10,1,HÀ NỘI,2000,73705,8774834601
2023-07-24,0,HÀ NỘI,1500,25960,5589735680
2023-05-20,0,HỒ CHÍ MINH,1500,10206,2394881277
2023-02-27,1,HÀ NỘI,2000,46863,5659391295
2023-12-14,1,HỒ CHÍ MINH,2000,50158,6202263030
2023-11-23,1,HỒ CHÍ MINH,1500,5679,1783561872
2024-01-12,1,HÀ NỘI,2000,92045,11170976572
2023-07-09,1,HỒ CHÍ MINH,2000,35452,5696391935
2023-06-24,0,HỒ CHÍ MINH,1500,10676,2413279285
2023-10-21,1,HỒ CHÍ MINH,2000,42293,6374145244
2023-02-16,1,HÀ NỘI,1500,11415,3084182003
2023-06-08,1,HÀ NỘI,1500,15289,4520959929
2024-02-02,1,HỒ CHÍ MINH,1500,4999,2082877034
2023-04-28,1,HỒ CHÍ MINH,1500,6132,1814756814
2023-11-22,1,HỒ CHÍ MINH,1500,6107,2431562725
2023-08-17,1,HỒ CHÍ MINH,1500,5235,1537973662
2024-04-03,1,HÀ NỘI,1500,21982,5257518105
2023-10-20,1,HÀ NỘI,1500,16842,5058095678
2023-10-29,1,HỒ CHÍ MINH,1500,8578,2946650368
2023-02-10,0,HỒ CHÍ MINH,1500,10758,2619788554
2023-06-30,1,HỒ CHÍ MINH,1500,5077,1591627002
2023-03-02,0,HÀ NỘI,1009,80,3790850
2024-01-03,0,HỒ CHÍ MINH,1009,94,2574260
2023-09-11,0,HỒ CHÍ MINH,1009,192,10876682
2023-06-20,1,HỒ CHÍ MINH,1500,5275,1420282518
2023-06-10,1,HÀ NỘI,1009,105,20239090
2023-01-27,1,HÀ NỘI,1009,33,3692950
2022-11-28,1,HÀ NỘI,1009,35,1355400
2023-10-21,1,HÀ NỘI,1009,64,7023760
2023-11-27,1,HÀ NỘI,1009,33,2274880
2024-02-07,1,HÀ NỘI,1500,30950,20136660553
2022-06-08,0,HỒ CHÍ MINH,1500,13493,3256508449
2023-10-12,1,HỒ CHÍ MINH,2000,35698,4780401691
2022-03-23,0,HỒ CHÍ MINH,2000,104797,13143236433
2023-03-13,1,HỒ CHÍ MINH,1009,86,8554070
2024-04-14,0,HỒ CHÍ MINH,1500,10425,2368761480
2023-10-08,0,HÀ NỘI,2000,125243,11130118534
2023-11-07,0,HỒ CHÍ MINH,2000,70721,8079299296
2023-06-23,0,HÀ NỘI,1500,29307,9228797500
2023-07-15,0,HÀ NỘI,2000,126650,13194036159
2024-03-31,0,HÀ NỘI,2000,139674,14500051724
2023-12-08,0,HÀ NỘI,1500,19888,4290391709
2022-10-30,0,HỒ CHÍ MINH,1009,164,11145090
2024-01-21,1,HỒ CHÍ MINH,2000,64076,8978404620
2023-12-12,1,HÀ NỘI,1500,23209,5952081899
2022-12-18,0,HÀ NỘI,2000,215559,24783287893
2022-10-11,1,HỒ CHÍ MINH,2000,2043,333318459
2023-10-17,0,HỒ CHÍ MINH,2000,67156,6661898464
2024-04-12,0,HỒ CHÍ MINH,1500,8642,1943477572
2023-04-10,0,HỒ CHÍ MINH,1500,6927,1490358999
2023-04-08,0,HỒ CHÍ MINH,1009,157,9441082
2023-08-13,0,HỒ CHÍ MINH,2000,82127,7836376344
2023-08-05,1,HÀ NỘI,1009,87,9286500
2024-04-06,1,HÀ NỘI,2000,76673,10238804058
2023-12-09,1,HỒ CHÍ MINH,1500,6578,2328182995
2023-12-01,1,HỒ CHÍ MINH,2000,42506,5720326176
2022-10-25,0,HỒ CHÍ MINH,1500,13749,3357801444
2022-05-24,0,HỒ CHÍ MINH,1500,13074,3201188113
2023-09-05,0,HÀ NỘI,1009,59,1811850
2023-12-01,1,HÀ NỘI,1500,20585,5420489182
2024-03-08,1,HỒ CHÍ MINH,2000,40608,5225054111
2022-04-26,0,HÀ NỘI,2000,192333,20013030677
2023-01-31,0,HỒ CHÍ MINH,1009,157,11556350
2023-01-11,0,HỒ CHÍ MINH,2000,85095,11244594765
2022-10-11,0,HÀ NỘI,1009,34,3275200
2024-03-13,1,HỒ CHÍ MINH,2000,46324,5893815871
2024-04-10,0,HỒ CHÍ MINH,2000,67448,7541743991
2023-08-08,1,HỒ CHÍ MINH,2000,39179,5430395581
2023-01-25,0,HÀ NỘI,1009,33,2168900
2023-12-01,1,HỒ CHÍ MINH,1500,5274,1508206922
2022-06-27,0,HÀ NỘI,1500,43252,11042503783
2024-03-09,0,HÀ NỘI,2000,122611,13492752267
2022-04-03,0,HÀ NỘI,1500,45459,14909153577
2022-05-06,0,HÀ NỘI,1500,37626,9413213592
2023-08-28,1,HÀ NỘI,2000,91235,11259615327
2022-05-27,0,HỒ CHÍ MINH,2000,90073,11186603118
2023-06-30,1,HÀ NỘI,1500,15904,5006695091
2023-12-23,0,HÀ NỘI,2000,95478,8943321379
2023-06-20,0,HỒ CHÍ MINH,1500,9145,1779940462
2024-03-28,0,HÀ NỘI,2000,110119,9829090102
2023-10-19,0,HỒ CHÍ MINH,2000,69922,6731871010
2022-06-30,0,HỒ CHÍ MINH,1500,13762,3557867092
2024-01-07,0,HỒ CHÍ MINH,2000,67824,6969672124
2024-04-12,1,HÀ NỘI,1500,21651,5252469534
2024-03-28,1,HÀ NỘI,1500,21861,4977078425
2022-10-16,1,HỒ CHÍ MINH,2000,2746,485492452
2023-04-25,1,HÀ NỘI,1500,14764,3962245746
2023-02-15,0,HỒ CHÍ MINH,1500,10422,2310648967
2023-01-26,1,HÀ NỘI,1500,5304,1747322107
2023-11-24,1,HỒ CHÍ MINH,1500,5485,1548679719
2022-10-17,1,HÀ NỘI,2000,5532,821165352
2023-10-25,1,HỒ CHÍ MINH,1500,6422,1669459969
2022-12-23,1,HỒ CHÍ MINH,2000,4932,682322542
2023-05-21,1,HỒ CHÍ MINH,1009,127,12755118
2023-06-27,0,HÀ NỘI,1009,43,2194670
2022-10-02,0,HỒ CHÍ MINH,1009,152,10409350
2022-12-26,0,HỒ CHÍ MINH,1009,175,8600950
2023-04-27,1,HỒ CHÍ MINH,1009,112,9091090
2023-04-04,0,HÀ NỘI,1009,78,4223736
2023-10-09,0,HÀ NỘI,1009,43,2655000
2022-02-21,0,HÀ NỘI,2000,190878,25532599178
2023-06-18,1,HÀ NỘI,2000,82094,11704668905
2023-11-17,1,HÀ NỘI,1009,40,7618800
2023-09-12,1,HÀ NỘI,1009,85,14050120
2024-03-13,1,HỒ CHÍ MINH,1500,4571,1312785086
2023-07-19,0,HỒ CHÍ MINH,1009,131,5906687
2023-01-27,1,HỒ CHÍ MINH,1500,1269,345255439
2024-03-02,0,HỒ CHÍ MINH,1009,39,1257733
2023-05-17,0,HỒ CHÍ MINH,2000,78886,8867675956
2022-10-24,0,HÀ NỘI,1009,35,1562360
2023-06-20,1,HÀ NỘI,2000,75843,9312476407
2023-06-14,1,HÀ NỘI,1500,17856,5301596322
2023-07-27,0,HỒ CHÍ MINH,2000,74368,7000946829
2023-11-02,1,HÀ NỘI,1500,18822,5360013481
2023-11-14,1,HỒ CHÍ MINH,1500,6491,1818188159
2023-07-28,0,HỒ CHÍ MINH,2000,70185,6391095941
2023-06-26,0,HỒ CHÍ MINH,1009,119,5668778
2022-11-02,0,HÀ NỘI,2000,196330,19744986063
2024-02-22,1,HÀ NỘI,1500,17720,4494990102
2023-01-01,0,HÀ NỘI,1009,40,4323650
2023-12-17,0,HỒ CHÍ MINH,2000,70147,6220995404
2022-07-22,0,HÀ NỘI,2000,198973,23774565013
2023-05-27,1,HỒ CHÍ MINH,1009,187,17085714
2024-03-21,0,HÀ NỘI,2000,111206,10487938806
2024-03-28,1,HÀ NỘI,2000,74713,8891122846
2023-04-09,0,HỒ CHÍ MINH,2000,99620,10321639385
2023-11-15,0,HỒ CHÍ MINH,1500,7521,1480708934
2022-11-06,0,HỒ CHÍ MINH,1009,184,11376150
2023-05-16,0,HÀ NỘI,1009,96,4989400
2022-06-18,0,HÀ NỘI,1500,52071,15372009304
2022-10-21,0,HÀ NỘI,1009,37,2386200
2022-02-14,0,HỒ CHÍ MINH,2000,107025,13936622753
2022-12-31,0,HỒ CHÍ MINH,2000,115827,15081498743
2023-12-12,1,HỒ CHÍ MINH,1009,367,117143157
2022-09-05,1,HỒ CHÍ MINH,2000,762,152787941
2022-12-22,0,HỒ CHÍ MINH,2000,104227,12532106399
2022-01-22,0,HÀ NỘI,1500,50735,32559510350
2022-03-02,0,HÀ NỘI,2000,182312,23892210751
2023-05-03,0,HỒ CHÍ MINH,1500,8634,1970321200
2024-01-08,1,HỒ CHÍ MINH,1500,5283,2012762237
2022-03-18,0,HÀ NỘI,2000,186882,21844556025
2024-04-09,0,HỒ CHÍ MINH,2000,69043,7390242086
2022-10-24,0,HỒ CHÍ MINH,2000,104981,13576725311
2022-08-06,0,HÀ NỘI,2000,199066,23294298420
2022-04-11,0,HÀ NỘI,1500,44698,14026200460
2022-01-14,0,HÀ NỘI,1500,34881,14746351535
2022-08-17,0,HỒ CHÍ MINH,1500,14326,3568626564
2022-06-06,0,HỒ CHÍ MINH,1500,13405,3363066990
2022-01-15,0,HỒ CHÍ MINH,1500,13400,6247601869
2022-03-09,0,HỒ CHÍ MINH,2000,103746,14725631674
2024-01-26,0,HÀ NỘI,2000,86534,9156851670
2023-11-28,1,HỒ CHÍ MINH,1500,5821,1961111408
2024-01-27,1,HÀ NỘI,1500,26233,12280494884
2023-04-02,1,HÀ NỘI,2000,51854,7508641763
2022-10-24,0,HỒ CHÍ MINH,1500,14098,3597247342
2023-05-04,0,HỒ CHÍ MINH,2000,83131,9325596733
2023-07-27,1,HÀ NỘI,1500,18103,5389511157
2023-07-09,0,HỒ CHÍ MINH,2000,89866,8757973350
2023-04-05,0,HỒ CHÍ MINH,2000,85429,9768453256
2023-12-06,1,HỒ CHÍ MINH,2000,48334,6220512348
2023-03-13,0,HÀ NỘI,2000,136541,13580961447
2023-12-26,0,HÀ NỘI,1500,19995,3970716315
2024-03-28,0,HỒ CHÍ MINH,1500,8502,1777984863
2023-06-21,1,HÀ NỘI,1500,15269,4461794119
2023-11-14,1,HỒ CHÍ MINH,2000,46596,6087842584
2023-10-08,1,HỒ CHÍ MINH,2000,48024,7543437956
2023-06-07,1,HÀ NỘI,1500,16069,4754393108
2023-03-15,1,HÀ NỘI,1500,14326,3857951041
2024-02-13,1,HỒ CHÍ MINH,1500,3011,901002481
2024-02-18,1,HỒ CHÍ MINH,1009,171,73104303
2023-01-01,1,HỒ CHÍ MINH,1009,95,8830779
2023-01-13,0,HỒ CHÍ MINH,1009,156,10043050
2023-02-07,1,HỒ CHÍ MINH,1009,85,11934055
2023-10-23,0,HỒ CHÍ MINH,1009,215,10117000
2023-03-31,1,HỒ CHÍ MINH,1009,75,11408920
2023-05-21,0,HÀ NỘI,1009,72,3850600
2023-11-11,1,HÀ NỘI,1009,100,49763630
2023-04-16,1,HÀ NỘI,1009,67,13084199
2024-02-24,1,HỒ CHÍ MINH,2000,49583,6721791735
2024-03-04,0,HỒ CHÍ MINH,1009,44,2169797
2023-07-06,1,HÀ NỘI,1009,105,9627400
2023-03-10,0,HỒ CHÍ MINH,1009,190,10310720
2023-07-21,1,HÀ NỘI,1009,89,9179400
2024-01-11,0,HỒ CHÍ MINH,1009,39,4309165
2023-01-21,1,HÀ NỘI,1009,21,2162195
2023-08-13,0,HỒ CHÍ MINH,1500,12043,2883532810
2024-01-01,1,HÀ NỘI,1500,24799,8350553363
2024-02-07,1,HÀ NỘI,2000,90968,19983128137
2023-11-17,1,HỒ CHÍ MINH,1009,448,45495898
2023-07-19,1,HÀ NỘI,1009,98,8876600
2022-12-02,1,HỒ CHÍ MINH,2000,4264,601340358
2024-01-27,0,HÀ NỘI,1500,28956,11664588117
2023-10-01,1,HỒ CHÍ MINH,2000,44374,6755704492
2023-04-16,0,HỒ CHÍ MINH,2000,98664,10339937315
2023-03-04,1,HỒ CHÍ MINH,2000,26199,4233386925
2023-07-29,0,HỒ CHÍ MINH,2000,83041,7904493923
2023-07-28,0,HỒ CHÍ MINH,1500,9360,1953817307
2023-02-08,0,HỒ CHÍ MINH,2000,83650,9952430138
2023-03-29,1,HÀ NỘI,1500,13716,3699059101
2022-01-07,0,HÀ NỘI,1500,32398,10775759034
2023-07-25,0,HÀ NỘI,1009,41,2458840
2022-12-13,0,HỒ CHÍ MINH,2000,105243,13101345315
2024-02-29,0,HÀ NỘI,1500,20749,4718045391
2023-05-07,0,HỒ CHÍ MINH,1500,9861,2220573618
2023-10-19,1,HÀ NỘI,2000,91516,10911150600
2022-09-30,1,HỒ CHÍ MINH,1009,44,6723710
2023-08-26,1,HỒ CHÍ MINH,1500,6181,2195095222
2023-05-17,0,HÀ NỘI,1009,80,4380800
2023-01-14,0,HỒ CHÍ MINH,1009,170,13949751
2023-01-04,0,HÀ NỘI,2000,175164,18806867616
2023-04-24,0,HÀ NỘI,2000,133977,11711013589
2023-02-24,1,HÀ NỘI,1500,12908,3540866340
2022-05-12,0,HỒ CHÍ MINH,2000,101188,13300876511
