CALDAY,IS_MBS,CITY,BUSINESS_UNIT,MCH5_NAME,VALUE_TRANSACTIONS_MCH5,VALUE_SALE_AMOUNT_MCH5
2023-04-10,0,HÀ NỘI,2000,Gà nội địa,647,41787748
2022-10-29,1,HỒ CHÍ MINH,2000,Gà nội địa,428,28079756
2022-10-10,1,HỒ CHÍ MINH,2000,Gà nội địa,203,12927268
2024-04-01,1,HÀ NỘI,1500,Gà nội địa,2434,156785557
2023-04-18,0,HỒ CHÍ MINH,2000,Gà nội địa,1748,109941537
2023-07-14,0,HÀ NỘI,2000,Gà nội địa,407,26149848
2023-09-27,0,HỒ CHÍ MINH,1500,Gà nội địa,274,22822624
2023-02-01,0,HỒ CHÍ MINH,2000,Gà nội địa,1749,103457063
2023-04-07,1,HỒ CHÍ MINH,1500,Gà nội địa,329,27445324
2023-05-24,1,HỒ CHÍ MINH,1500,Gà nội địa,451,35646088
2023-06-12,0,HÀ NỘI,2000,Gà nội địa,582,38053025
2022-08-19,0,HÀ NỘI,1500,Gà nội địa,3191,220922926
2022-12-13,0,HỒ CHÍ MINH,2000,Gà nội địa,3270,209898590
2022-12-23,0,HỒ CHÍ MINH,2000,Gà nội địa,2597,166632821
2023-10-21,1,HÀ NỘI,2000,Gà nội địa,6507,398949500
2022-12-30,0,HỒ CHÍ MINH,1500,Gà nội địa,668,51367302
2024-03-28,0,HỒ CHÍ MINH,1500,Gà nội địa,256,21269208
2023-07-04,0,HỒ CHÍ MINH,2000,Gà nội địa,1757,111282217
2023-11-30,1,HÀ NỘI,1500,Gà nội địa,2264,152283087
2023-10-04,1,HỒ CHÍ MINH,2000,Gà nội địa,2643,176568698
2022-07-25,0,HỒ CHÍ MINH,2000,Gà nội địa,3592,245903204
2022-06-24,0,HÀ NỘI,2000,Gà nội địa,5430,342427016
2024-02-18,0,HỒ CHÍ MINH,1500,Gà nội địa,319,29233102
2024-03-07,0,HÀ NỘI,1500,Gà nội địa,863,60711690
2022-03-01,0,HÀ NỘI,1500,Gà nội địa,3497,260600244
2024-04-07,0,HÀ NỘI,1500,Gà nội địa,1332,103792859
2022-10-02,0,HỒ CHÍ MINH,2000,Gà nội địa,3647,234399697
2023-08-10,0,HÀ NỘI,1500,Gà nội địa,1158,77628159
2023-09-06,0,HỒ CHÍ MINH,1500,Gà nội địa,340,29699057
2022-01-16,0,HÀ NỘI,1500,Gà nội địa,4185,330049455
2023-04-25,1,HÀ NỘI,1500,Gà nội địa,1968,131758233
2023-02-19,1,HÀ NỘI,2000,Gà nội địa,4879,282510434
2023-12-10,0,HỒ CHÍ MINH,2000,Gà nội địa,827,53897061
2024-01-10,1,HÀ NỘI,1500,Gà nội địa,2555,173557468
2023-09-18,0,HỒ CHÍ MINH,2000,Gà nội địa,1244,77837974
2023-03-17,0,HÀ NỘI,1500,Gà nội địa,1360,100782044
2022-11-01,0,HÀ NỘI,2000,Gà nội địa,6709,406336584
2023-12-27,0,HÀ NỘI,1500,Gà nội địa,803,56135934
2023-12-20,0,HÀ NỘI,1500,Gà nội địa,963,70272757
2022-01-26,0,HỒ CHÍ MINH,2000,Gà nội địa,2383,169794627
2023-02-16,1,HÀ NỘI,1500,Gà nội địa,1576,104167496
2022-12-09,1,HỒ CHÍ MINH,2000,Gà nội địa,372,23511443
2023-01-15,0,HÀ NỘI,1500,Gà nội địa,1962,150553921
2022-01-24,0,HỒ CHÍ MINH,1500,Gà nội địa,669,57010714
2023-02-16,0,HÀ NỘI,1500,Gà nội địa,1664,113064027
2023-10-06,1,HÀ NỘI,1500,Gà nội địa,2213,148573393
2022-03-07,0,HỒ CHÍ MINH,1500,Gà nội địa,836,63071453
2023-02-07,0,HỒ CHÍ MINH,1500,Gà nội địa,548,40898700
2024-03-17,0,HỒ CHÍ MINH,2000,Gà nội địa,897,57786707
2023-07-30,1,HỒ CHÍ MINH,1500,Gà nội địa,685,58098937
2022-11-30,1,HÀ NỘI,2000,Gà nội địa,458,29325207
2024-03-12,0,HÀ NỘI,2000,Gà nội địa,316,20477003
2023-10-23,0,HỒ CHÍ MINH,1500,Gà nội địa,270,21271776
2024-01-18,1,HỒ CHÍ MINH,2000,Gà nội địa,2843,182598796
2024-03-23,0,HÀ NỘI,1500,Gà nội địa,1075,83058807
2024-04-06,0,HỒ CHÍ MINH,1500,Gà nội địa,364,31736224
2023-11-24,1,HỒ CHÍ MINH,2000,Gà nội địa,2428,149745508
2024-01-03,1,HÀ NỘI,1500,Gà nội địa,2479,162647273
2023-04-20,1,HỒ CHÍ MINH,1500,Gà nội địa,346,26696957
2023-05-18,0,HỒ CHÍ MINH,2000,Gà nội địa,1578,101373337
2023-03-27,0,HỒ CHÍ MINH,2000,Gà nội địa,1664,104378474
2023-01-30,1,HỒ CHÍ MINH,1500,Gà nội địa,219,16970336
2022-08-11,0,HÀ NỘI,1500,Gà nội địa,3344,227816792
2023-07-28,0,HÀ NỘI,2000,Gà nội địa,363,22872860
2022-11-28,0,HỒ CHÍ MINH,1500,Gà nội địa,828,65077193
2023-01-02,1,HỒ CHÍ MINH,2000,Gà nội địa,463,29487642
2023-10-21,0,HÀ NỘI,1500,Gà nội địa,1235,87332651
2023-04-17,0,HÀ NỘI,1500,Gà nội địa,1303,94206382
2024-04-03,1,HỒ CHÍ MINH,1500,Gà nội địa,479,39120370
2022-02-16,0,HỒ CHÍ MINH,2000,Gà nội địa,3107,200223696
2023-03-08,0,HÀ NỘI,2000,Gà nội địa,821,53817229
2022-08-08,0,HỒ CHÍ MINH,1500,Gà nội địa,869,65791742
2022-08-05,0,HÀ NỘI,2000,Gà nội địa,6245,394971940
2024-03-23,1,HỒ CHÍ MINH,2000,Gà nội địa,2791,186442884
2023-04-09,1,HỒ CHÍ MINH,1500,Gà nội địa,565,44919709
2023-12-29,1,HÀ NỘI,2000,Gà nội địa,5486,322278707
2023-08-21,1,HÀ NỘI,1500,Gà nội địa,2680,180084617
2023-06-30,0,HÀ NỘI,2000,Gà nội địa,452,28872784
2022-08-05,0,HỒ CHÍ MINH,2000,Gà nội địa,3409,229631956
2023-05-20,0,HÀ NỘI,1500,Gà nội địa,1406,108787476
2022-11-10,1,HÀ NỘI,2000,Gà nội địa,495,31512343
2022-02-08,0,HỒ CHÍ MINH,2000,Gà nội địa,2072,131863615
2024-01-04,0,HỒ CHÍ MINH,2000,Gà nội địa,695,41096652
2022-10-17,1,HÀ NỘI,2000,Gà nội địa,395,24396232
2023-09-28,0,HÀ NỘI,2000,Gà nội địa,434,27781973
2024-01-09,0,HỒ CHÍ MINH,1500,Gà nội địa,281,22463708
2022-11-10,1,HỒ CHÍ MINH,2000,Gà nội địa,334,20594811
2023-02-09,0,HÀ NỘI,1500,Gà nội địa,1825,119110698
2022-02-20,0,HỒ CHÍ MINH,1500,Gà nội địa,1105,88822196
2022-08-26,0,HỒ CHÍ MINH,2000,Gà nội địa,3617,250132655
2023-08-16,0,HỒ CHÍ MINH,2000,Gà nội địa,1150,75653258
2022-11-22,0,HỒ CHÍ MINH,1500,Gà nội địa,726,53897758
2022-06-06,0,HỒ CHÍ MINH,1500,Gà nội địa,844,62024373
2023-11-06,1,HÀ NỘI,1500,Gà nội địa,2438,158936266
2023-06-03,0,HỒ CHÍ MINH,1500,Gà nội địa,417,37443402
2022-07-27,0,HÀ NỘI,2000,Gà nội địa,5843,375597279
2023-07-29,1,HỒ CHÍ MINH,2000,Gà nội địa,2472,172929157
2024-02-07,1,HỒ CHÍ MINH,1500,Gà nội địa,506,54142825
2022-10-05,0,HÀ NỘI,1500,Gà nội địa,3548,234300491
2023-10-09,1,HÀ NỘI,1500,Gà nội địa,2404,157701459
2022-03-10,0,HÀ NỘI,1500,Gà nội địa,3259,232673337
2022-09-18,0,HÀ NỘI,2000,Gà nội địa,7321,485581552
2023-06-06,0,HỒ CHÍ MINH,2000,Gà nội địa,2004,127220401
2023-09-11,0,HÀ NỘI,2000,Gà nội địa,425,27216187
2023-07-08,0,HỒ CHÍ MINH,2000,Gà nội địa,1465,87054778
2023-09-06,0,HỒ CHÍ MINH,2000,Gà nội địa,1273,79761756
2022-03-14,0,HỒ CHÍ MINH,2000,Gà nội địa,3873,249180730
2022-09-18,0,HỒ CHÍ MINH,2000,Gà nội địa,3919,256761717
2022-05-04,0,HỒ CHÍ MINH,2000,Gà nội địa,4052,252335985
2023-10-23,1,HÀ NỘI,2000,Gà nội địa,7622,453194766
2023-06-30,0,HỒ CHÍ MINH,2000,Gà nội địa,1648,104074850
2023-09-24,1,HÀ NỘI,2000,Gà nội địa,7690,460643477
2023-03-20,0,HÀ NỘI,1500,Gà nội địa,1354,87932881
2022-01-23,0,HÀ NỘI,2000,Gà nội địa,3952,253980489
2023-06-20,0,HÀ NỘI,2000,Gà nội địa,539,35857108
2022-06-15,0,HỒ CHÍ MINH,1500,Gà nội địa,812,61201505
2024-03-22,0,HÀ NỘI,1500,Gà nội địa,897,62295437
2023-07-06,1,HÀ NỘI,1500,Gà nội địa,2398,164189894
2023-07-23,1,HỒ CHÍ MINH,1500,Gà nội địa,759,65773109
2022-12-07,1,HÀ NỘI,2000,Gà nội địa,485,32359196
2023-09-19,0,HỒ CHÍ MINH,1500,Gà nội địa,307,26092690
2022-10-10,0,HỒ CHÍ MINH,2000,Gà nội địa,3336,218210246
2022-04-18,0,HÀ NỘI,2000,Gà nội địa,5880,362631100
2022-10-24,0,HỒ CHÍ MINH,2000,Gà nội địa,3316,207484275
2022-01-12,0,HÀ NỘI,2000,Gà nội địa,5556,350756908
2024-01-02,0,HÀ NỘI,1500,Gà nội địa,798,55588427
2023-03-22,1,HỒ CHÍ MINH,2000,Gà nội địa,1828,117860882
2023-07-04,0,HÀ NỘI,1500,Gà nội địa,1248,87462038
2023-07-08,0,HỒ CHÍ MINH,1500,Gà nội địa,383,32741517
2024-01-11,1,HÀ NỘI,2000,Gà nội địa,7663,453806087
2023-01-29,0,HÀ NỘI,1500,Gà nội địa,1933,136680088
2023-12-03,0,HỒ CHÍ MINH,2000,Gà nội địa,951,62880334
2024-04-14,1,HỒ CHÍ MINH,1500,Gà nội địa,682,57854420
2023-02-19,0,HÀ NỘI,1500,Gà nội địa,2151,155058311
2023-09-08,1,HÀ NỘI,2000,Gà nội địa,6306,366109029
2024-02-17,1,HÀ NỘI,2000,Gà nội địa,5014,301458919
2023-07-12,1,HÀ NỘI,1500,Gà nội địa,2393,163961142
2023-12-31,1,HỒ CHÍ MINH,2000,Gà nội địa,2347,159880626
2023-06-20,0,HỒ CHÍ MINH,2000,Gà nội địa,1865,118264770
2022-03-08,0,HÀ NỘI,1500,Gà nội địa,3061,230524561
2022-04-02,0,HỒ CHÍ MINH,1500,Gà nội địa,1027,79453776
2023-08-15,1,HỒ CHÍ MINH,2000,Gà nội địa,2498,166600617
2023-12-24,0,HÀ NỘI,2000,Gà nội địa,291,18518786
2023-09-17,1,HÀ NỘI,1500,Gà nội địa,3639,271937099
2024-02-08,0,HỒ CHÍ MINH,2000,Gà nội địa,793,59143133
2023-02-10,1,HỒ CHÍ MINH,2000,Gà nội địa,1138,73794284
2023-09-26,1,HỒ CHÍ MINH,2000,Gà nội địa,2632,173568540
2023-05-30,1,HÀ NỘI,2000,Gà nội địa,7121,398611475
2024-02-15,0,HỒ CHÍ MINH,2000,Gà nội địa,801,49340963
2024-02-20,1,HÀ NỘI,1500,Gà nội địa,2035,126962239
2023-08-01,0,HÀ NỘI,2000,Gà nội địa,443,27658926
2023-04-04,0,HÀ NỘI,2000,Gà nội địa,695,45929152
2022-10-15,1,HÀ NỘI,2000,Gà nội địa,390,26216340
2023-10-27,1,HỒ CHÍ MINH,1500,Gà nội địa,460,37510533
2024-01-01,0,HỒ CHÍ MINH,2000,Gà nội địa,693,44337772
2023-01-21,1,HÀ NỘI,1500,Gà nội địa,264,27293038
2023-12-15,0,HỒ CHÍ MINH,2000,Gà nội địa,681,42782373
2022-11-03,1,HỒ CHÍ MINH,2000,Gà nội địa,345,21275413
2023-04-25,1,HỒ CHÍ MINH,1500,Gà nội địa,407,31193524
2022-02-26,0,HÀ NỘI,2000,Gà nội địa,5819,376891482
2023-02-23,1,HÀ NỘI,2000,Gà nội địa,5150,281893343
2023-10-24,1,HỒ CHÍ MINH,1500,Gà nội địa,543,43889341
2023-09-22,0,HỒ CHÍ MINH,1500,Gà nội địa,286,24110567
2023-03-12,1,HÀ NỘI,1500,Gà nội địa,2788,215651077
2023-11-09,0,HÀ NỘI,1500,Gà nội địa,838,55317059
2023-03-16,1,HÀ NỘI,2000,Gà nội địa,5429,301216007
2023-12-13,1,HÀ NỘI,2000,Gà nội địa,7249,419093539
2023-08-14,1,HÀ NỘI,1500,Gà nội địa,2360,164579844
2023-09-17,0,HÀ NỘI,1500,Gà nội địa,1573,111950803
2022-10-10,0,HÀ NỘI,2000,Gà nội địa,6797,431428177
2023-02-11,0,HỒ CHÍ MINH,1500,Gà nội địa,641,52423289
2022-08-05,0,HÀ NỘI,1500,Gà nội địa,3348,240129913
2022-08-04,0,HỒ CHÍ MINH,1500,Gà nội địa,811,62830807
2022-10-29,0,HÀ NỘI,2000,Gà nội địa,5572,365610210
2023-08-06,1,HÀ NỘI,2000,Gà nội địa,7515,432518116
2024-01-16,1,HÀ NỘI,2000,Gà nội địa,7341,433799438
2023-01-18,1,HÀ NỘI,2000,Gà nội địa,2116,139771967
2022-06-04,0,HỒ CHÍ MINH,2000,Gà nội địa,3661,255700818
2022-04-29,0,HÀ NỘI,2000,Gà nội địa,4050,261602432
2022-05-18,0,HÀ NỘI,1500,Gà nội địa,3034,199628976
2022-11-02,0,HỒ CHÍ MINH,2000,Gà nội địa,3493,221683348
2023-08-28,0,HÀ NỘI,2000,Gà nội địa,427,26056943
2023-08-13,1,HỒ CHÍ MINH,2000,Gà nội địa,2616,179655721
2023-04-03,1,HỒ CHÍ MINH,1500,Gà nội địa,400,30701276
2023-12-03,0,HÀ NỘI,1500,Gà nội địa,1047,78243526
2024-04-02,0,HÀ NỘI,2000,Gà nội địa,327,22340586
2022-12-04,1,HÀ NỘI,2000,Gà nội địa,497,34547400
2022-11-20,1,HÀ NỘI,2000,Gà nội địa,465,33122003
2023-05-29,1,HỒ CHÍ MINH,1500,Gà nội địa,515,39673289
2022-12-11,1,HÀ NỘI,2000,Gà nội địa,527,35837502
2022-01-21,0,HỒ CHÍ MINH,1500,Gà nội địa,612,49877590
2023-08-01,0,HỒ CHÍ MINH,1500,Gà nội địa,342,28067378
2023-04-26,1,HÀ NỘI,2000,Gà nội địa,6127,340372170
2022-07-08,0,HỒ CHÍ MINH,1500,Gà nội địa,815,60364457
2024-03-03,0,HÀ NỘI,1500,Gà nội địa,1225,92815847
2023-06-07,1,HÀ NỘI,2000,Gà nội địa,6716,377944963
2023-01-03,1,HÀ NỘI,2000,Gà nội địa,447,31322524
2022-12-19,1,HỒ CHÍ MINH,2000,Gà nội địa,488,29143222
2023-06-22,0,HÀ NỘI,1500,Gà nội địa,1162,77692180
2023-10-02,1,HỒ CHÍ MINH,1500,Gà nội địa,544,43685575
2023-02-22,1,HÀ NỘI,1500,Gà nội địa,1706,117883888
2022-05-23,0,HỒ CHÍ MINH,2000,Gà nội địa,4262,272328817
2022-03-10,0,HỒ CHÍ MINH,2000,Gà nội địa,3612,234450189
2022-07-09,0,HỒ CHÍ MINH,1500,Gà nội địa,979,77680795
2023-04-20,0,HÀ NỘI,2000,Gà nội địa,555,36311750
2022-05-27,0,HỒ CHÍ MINH,1500,Gà nội địa,671,54796304
2022-09-15,1,HÀ NỘI,2000,Gà nội địa,464,29883135
2023-09-13,0,HỒ CHÍ MINH,1500,Gà nội địa,316,26336340
2022-06-14,0,HỒ CHÍ MINH,2000,Gà nội địa,3606,232632744
2022-03-25,0,HỒ CHÍ MINH,1500,Gà nội địa,709,52166182
2024-02-16,0,HÀ NỘI,2000,Gà nội địa,255,18011119
2023-05-23,0,HÀ NỘI,2000,Gà nội địa,613,41394489
2023-08-16,0,HỒ CHÍ MINH,1500,Gà nội địa,357,31760561
2024-03-02,1,HÀ NỘI,2000,Gà nội địa,6310,385169082
2022-04-06,0,HỒ CHÍ MINH,2000,Gà nội địa,3754,229738640
2023-12-27,1,HÀ NỘI,2000,Gà nội địa,6978,396813771
2023-04-03,0,HỒ CHÍ MINH,2000,Gà nội địa,1762,109727003
2023-10-17,0,HÀ NỘI,2000,Gà nội địa,338,22009203
2023-09-30,0,HÀ NỘI,2000,Gà nội địa,379,25245136
2024-03-29,1,HỒ CHÍ MINH,2000,Gà nội địa,2414,156568936
2022-06-15,0,HỒ CHÍ MINH,2000,Gà nội địa,3344,214526200
2022-04-23,0,HÀ NỘI,2000,Gà nội địa,5063,333565158
2022-05-06,0,HÀ NỘI,2000,Gà nội địa,5092,311845113
2022-01-26,0,HÀ NỘI,1500,Gà nội địa,2178,174917893
2022-04-21,0,HỒ CHÍ MINH,2000,Gà nội địa,3448,214012811
2022-10-05,0,HỒ CHÍ MINH,2000,Gà nội địa,3354,221947575
2022-09-04,0,HỒ CHÍ MINH,2000,Gà nội địa,3997,267844890
2023-03-03,1,HÀ NỘI,1500,Gà nội địa,1628,118984642
2024-03-27,1,HÀ NỘI,1500,Gà nội địa,2509,166565198
2023-02-11,1,HÀ NỘI,1500,Gà nội địa,1875,137821557
2023-10-14,0,HÀ NỘI,2000,Gà nội địa,356,23835807
2022-12-05,1,HÀ NỘI,2000,Gà nội địa,554,35873974
2023-07-08,1,HÀ NỘI,1500,Gà nội địa,2791,219080890
2023-01-20,1,HỒ CHÍ MINH,2000,Gà nội địa,877,67052321
2022-12-27,1,HÀ NỘI,2000,Gà nội địa,506,33355869
2022-05-04,0,HỒ CHÍ MINH,1500,Gà nội địa,805,62485610
2023-08-05,0,HỒ CHÍ MINH,2000,Gà nội địa,1221,78775657
2023-01-25,1,HỒ CHÍ MINH,1500,Gà nội địa,30,1823305
2023-12-14,1,HỒ CHÍ MINH,2000,Gà nội địa,2676,167586046
2023-02-18,0,HỒ CHÍ MINH,1500,Gà nội địa,597,48168349
2023-02-14,1,HỒ CHÍ MINH,1500,Gà nội địa,252,19187936
2024-01-05,0,HÀ NỘI,2000,Gà nội địa,210,14388084
2023-07-03,1,HÀ NỘI,2000,Gà nội địa,7470,411181800
2024-01-19,0,HÀ NỘI,2000,Gà nội địa,239,15039433
2023-04-01,0,HÀ NỘI,2000,Gà nội địa,943,63825595
2022-11-18,0,HÀ NỘI,1500,Gà nội địa,2980,219427253
2023-10-20,1,HỒ CHÍ MINH,1500,Gà nội địa,404,34226910
2022-01-07,0,HỒ CHÍ MINH,1500,Gà nội địa,708,54629321
2023-09-10,0,HÀ NỘI,1500,Gà nội địa,1480,111641529
2023-07-30,1,HÀ NỘI,2000,Gà nội địa,7064,402606952
2022-09-09,0,HỒ CHÍ MINH,2000,Gà nội địa,2883,193495973
2024-03-25,0,HÀ NỘI,1500,Gà nội địa,956,62918737
2023-09-27,0,HỒ CHÍ MINH,2000,Gà nội địa,1211,75013921
2022-12-18,0,HÀ NỘI,2000,Gà nội địa,5871,414390073
2022-11-03,0,HỒ CHÍ MINH,2000,Gà nội địa,3120,196289775
2022-12-10,0,HÀ NỘI,2000,Gà nội địa,5793,407084016
2023-11-16,0,HÀ NỘI,1500,Gà nội địa,818,57149919
2023-06-29,0,HÀ NỘI,2000,Gà nội địa,470,29586594
2024-03-14,1,HỒ CHÍ MINH,2000,Gà nội địa,2939,191067691
2024-02-03,1,HỒ CHÍ MINH,2000,Gà nội địa,2134,143631143
2024-01-26,1,HÀ NỘI,2000,Gà nội địa,6472,383761087
2022-11-20,0,HỒ CHÍ MINH,2000,Gà nội địa,3378,205153433
2022-12-16,1,HỒ CHÍ MINH,2000,Gà nội địa,255,16595906
2022-08-03,0,HỒ CHÍ MINH,2000,Gà nội địa,3605,244146274
2024-02-14,0,HỒ CHÍ MINH,2000,Gà nội địa,1120,70116067
2022-10-18,0,HÀ NỘI,2000,Gà nội địa,6628,432720538
2023-07-27,0,HỒ CHÍ MINH,2000,Gà nội địa,1459,92652003
2024-04-18,1,HÀ NỘI,1500,Gà nội địa,3147,229809390
2023-09-13,1,HỒ CHÍ MINH,1500,Gà nội địa,408,29609070
2023-06-01,0,HỒ CHÍ MINH,1500,Gà nội địa,342,27455146
2022-01-31,0,HÀ NỘI,1500,Gà nội địa,982,83328463
2022-06-12,0,HỒ CHÍ MINH,1500,Gà nội địa,1094,89682709
2023-11-18,0,HÀ NỘI,2000,Gà nội địa,290,20936367
2023-04-16,1,HỒ CHÍ MINH,2000,Gà nội địa,2164,143885583
2023-11-22,0,HỒ CHÍ MINH,2000,Gà nội địa,883,52722646
2023-08-19,0,HÀ NỘI,2000,Gà nội địa,435,29341306
2023-05-08,1,HỒ CHÍ MINH,1500,Gà nội địa,439,32009042
2022-06-07,0,HỒ CHÍ MINH,1500,Gà nội địa,852,63488328
2023-11-25,0,HỒ CHÍ MINH,1500,Gà nội địa,377,38052439
2023-04-25,0,HỒ CHÍ MINH,1500,Gà nội địa,326,31144210
2022-01-20,0,HỒ CHÍ MINH,2000,Gà nội địa,2960,206904561
2023-04-20,1,HÀ NỘI,1500,Gà nội địa,1930,132035372
2023-09-02,1,HỒ CHÍ MINH,2000,Gà nội địa,1850,128719512
2023-06-14,0,HÀ NỘI,2000,Gà nội địa,595,37017750
2022-02-16,0,HÀ NỘI,2000,Gà nội địa,4842,300803822
2022-09-06,0,HỒ CHÍ MINH,1500,Gà nội địa,768,57001673
2022-12-13,1,HÀ NỘI,2000,Gà nội địa,452,29285072
2023-08-10,1,HÀ NỘI,2000,Gà nội địa,7348,399223417
2024-04-07,1,HÀ NỘI,1500,Gà nội địa,3470,253020147
2023-02-17,1,HÀ NỘI,2000,Gà nội địa,4459,246248010
2023-05-23,1,HỒ CHÍ MINH,2000,Gà nội địa,2295,152456727
2023-02-25,1,HÀ NỘI,1500,Gà nội địa,2329,178414534
2024-01-23,1,HÀ NỘI,1500,Gà nội địa,2924,195879285
2023-06-24,1,HÀ NỘI,1500,Gà nội địa,2706,217016142
2024-01-11,0,HÀ NỘI,1500,Gà nội địa,895,63062660
2023-12-30,1,HÀ NỘI,2000,Gà nội địa,5421,333611253
2024-01-11,1,HỒ CHÍ MINH,2000,Gà nội địa,2648,166280008
2023-10-20,0,HỒ CHÍ MINH,1500,Gà nội địa,219,19727832
2022-03-11,0,HÀ NỘI,1500,Gà nội địa,3190,233609099
2023-12-14,0,HỒ CHÍ MINH,2000,Gà nội địa,734,46235982
2023-07-20,1,HÀ NỘI,2000,Gà nội địa,6523,366155405
2022-11-04,0,HỒ CHÍ MINH,1500,Gà nội địa,679,52219250
2022-02-10,0,HỒ CHÍ MINH,1500,Gà nội địa,582,44648287
2022-11-01,0,HỒ CHÍ MINH,2000,Gà nội địa,3394,212112519
2022-12-27,0,HÀ NỘI,2000,Gà nội địa,5320,358184854
2022-05-01,0,HÀ NỘI,1500,Gà nội địa,3022,232475479
2024-01-08,1,HÀ NỘI,2000,Gà nội địa,7547,438711913
2022-03-22,0,HÀ NỘI,2000,Gà nội địa,5330,321047863
2023-10-19,1,HÀ NỘI,1500,Gà nội địa,2065,143104617
2023-05-12,1,HÀ NỘI,2000,Gà nội địa,5428,305304626
2023-04-02,1,HÀ NỘI,1500,Gà nội địa,2674,204338854
2022-07-23,0,HÀ NỘI,1500,Gà nội địa,4156,319909489
2023-09-09,0,HỒ CHÍ MINH,2000,Gà nội địa,1165,75184628
2023-08-13,1,HỒ CHÍ MINH,1500,Gà nội địa,669,58035558
2023-03-17,1,HỒ CHÍ MINH,2000,Gà nội địa,1675,106652873
2024-01-16,0,HÀ NỘI,1500,Gà nội địa,841,54977752
2023-10-25,1,HÀ NỘI,1500,Gà nội địa,2400,157324774
2023-07-17,1,HÀ NỘI,1500,Gà nội địa,2914,188792712
2023-04-16,1,HỒ CHÍ MINH,1500,Gà nội địa,613,49772697
2023-03-10,1,HÀ NỘI,2000,Gà nội địa,4873,272414655
2022-12-16,1,HÀ NỘI,2000,Gà nội địa,279,19157554
2023-06-20,1,HỒ CHÍ MINH,1500,Gà nội địa,481,38844502
2023-08-30,1,HỒ CHÍ MINH,1500,Gà nội địa,394,33007076
2023-10-03,0,HỒ CHÍ MINH,2000,Gà nội địa,1292,80169728
2023-10-23,0,HỒ CHÍ MINH,2000,Gà nội địa,1203,75655495
2024-03-26,0,HÀ NỘI,1500,Gà nội địa,934,62850911
2023-09-14,1,HỒ CHÍ MINH,1500,Gà nội địa,387,34250593
2023-05-11,1,HỒ CHÍ MINH,1500,Gà nội địa,439,30729805
2023-06-30,0,HỒ CHÍ MINH,1500,Gà nội địa,323,27836917
2022-11-21,0,HÀ NỘI,2000,Gà nội địa,6362,409868450
2024-03-20,0,HỒ CHÍ MINH,1500,Gà nội địa,336,25418528
2023-11-12,0,HÀ NỘI,2000,Gà nội địa,317,21821048
2022-12-25,1,HỒ CHÍ MINH,2000,Gà nội địa,449,27683777
2022-02-25,0,HỒ CHÍ MINH,1500,Gà nội địa,734,57230657
2023-11-02,0,HÀ NỘI,1500,Gà nội địa,1105,73131508
2022-12-11,0,HÀ NỘI,2000,Gà nội địa,5714,399973945
2022-09-26,0,HỒ CHÍ MINH,1500,Gà nội địa,884,65434137
2023-02-17,0,HỒ CHÍ MINH,2000,Gà nội địa,1631,102000822
2023-08-29,0,HÀ NỘI,1500,Gà nội địa,1141,79251016
2023-11-08,1,HÀ NỘI,2000,Gà nội địa,8134,467647472
2023-02-09,0,HỒ CHÍ MINH,2000,Gà nội địa,1682,100319461
2024-02-17,1,HỒ CHÍ MINH,1500,Gà nội địa,427,37688269
2022-09-27,0,HỒ CHÍ MINH,2000,Gà nội địa,3714,241915265
2022-05-19,0,HỒ CHÍ MINH,2000,Gà nội địa,3578,225306536
2022-01-13,0,HÀ NỘI,1500,Gà nội địa,3006,218036329
2024-01-23,0,HỒ CHÍ MINH,2000,Gà nội địa,698,44812574
2023-05-01,1,HÀ NỘI,2000,Gà nội địa,3736,224175201
2023-09-27,1,HỒ CHÍ MINH,1500,Gà nội địa,465,38465624
2023-05-05,1,HỒ CHÍ MINH,1500,Gà nội địa,404,30850910
2023-11-11,1,HỒ CHÍ MINH,1500,Gà nội địa,620,51082543
2023-01-25,0,HỒ CHÍ MINH,1500,Gà nội địa,277,23856226
2024-01-27,0,HỒ CHÍ MINH,1500,Gà nội địa,343,30143374
2023-10-05,1,HÀ NỘI,1500,Gà nội địa,2289,150843543
2023-06-26,0,HỒ CHÍ MINH,1500,Gà nội địa,374,30626757
2022-06-08,0,HÀ NỘI,2000,Gà nội địa,6391,391459850
2024-04-02,1,HỒ CHÍ MINH,2000,Gà nội địa,3232,207374893
2023-03-28,1,HÀ NỘI,1500,Gà nội địa,1883,124783108
2023-07-09,1,HỒ CHÍ MINH,1500,Gà nội địa,713,62760073
2024-04-11,1,HÀ NỘI,2000,Gà nội địa,6913,397895123
2023-06-10,1,HÀ NỘI,1500,Gà nội địa,2630,196657710
2023-05-06,0,HỒ CHÍ MINH,2000,Gà nội địa,1522,96824044
2023-08-07,1,HỒ CHÍ MINH,1500,Gà nội địa,516,43337127
2023-05-27,0,HỒ CHÍ MINH,2000,Gà nội địa,1642,110094600
2023-12-15,0,HÀ NỘI,1500,Gà nội địa,892,68510860
2022-01-18,0,HỒ CHÍ MINH,1500,Gà nội địa,660,51610861
2023-03-27,0,HỒ CHÍ MINH,1500,Gà nội địa,361,27517533
2023-03-07,0,HÀ NỘI,1500,Gà nội địa,1398,97967106
2022-09-12,0,HÀ NỘI,1500,Gà nội địa,3276,215093210
2023-05-02,1,HÀ NỘI,2000,Gà nội địa,4377,258336589
2023-10-29,0,HÀ NỘI,1500,Gà nội địa,1152,84238048
