CALDAY,IS_MBS,CITY,BUSINESS_UNIT,MCH5_NAME,VALUE_TRANSACTIONS_MCH5,VALUE_SALE_AMOUNT_MCH5
2022-12-24,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1486,206752089
2023-08-18,0,HÀ NỘI,1500,Lợn (heo) nội địa,725,67787958
2024-03-29,0,HÀ NỘI,1500,Lợn (heo) nội địa,493,53060974
2022-12-06,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1437,175843601
2023-06-16,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1038,122196158
2023-08-25,0,HÀ NỘI,1500,Lợn (heo) nội địa,693,74871705
2024-03-18,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,420,56374168
2023-01-04,0,HÀ NỘI,2000,Lợn (heo) nội địa,10900,747439410
2024-02-26,0,HÀ NỘI,1500,Lợn (heo) nội địa,684,70117090
2023-02-05,0,HÀ NỘI,1500,Lợn (heo) nội địa,1541,156002868
2023-06-27,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,492,72217938
2022-11-13,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8497,702157124
2023-05-17,0,HÀ NỘI,2000,Lợn (heo) nội địa,972,58434100
2022-01-28,0,HÀ NỘI,1500,Lợn (heo) nội địa,3247,512634360
2023-07-11,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,960,74926738
2023-05-03,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1293,92255120
2022-11-24,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,942,76413068
2023-07-01,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1066,83175132
2023-07-13,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,926,73301881
2023-08-03,1,HÀ NỘI,1500,Lợn (heo) nội địa,3815,374029231
2022-03-31,0,HÀ NỘI,2000,Lợn (heo) nội địa,9288,703187625
2024-01-07,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1550,199380909
2022-10-30,0,HÀ NỘI,2000,Lợn (heo) nội địa,11891,820355118
2022-02-13,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8416,840701401
2022-03-31,0,HÀ NỘI,1500,Lợn (heo) nội địa,3390,389452106
2022-01-17,0,HÀ NỘI,1500,Lợn (heo) nội địa,3259,395700259
2022-12-24,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,6892,550277130
2023-05-30,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1167,85466593
2022-09-16,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7849,653242875
2023-06-03,1,HÀ NỘI,1500,Lợn (heo) nội địa,4291,493024893
2022-10-19,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7698,610569567
2024-03-27,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1050,111384707
2022-08-20,0,HÀ NỘI,1500,Lợn (heo) nội địa,5280,647509247
2023-05-31,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9239,676812200
2022-04-24,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8553,796271305
2023-03-01,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7685,564418683
2023-11-11,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9707,811773995
2023-03-08,0,HÀ NỘI,2000,Lợn (heo) nội địa,1153,74809849
2023-09-06,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1178,147261669
2023-10-21,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,385,70002295
2024-02-09,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,672,90911852
2023-11-10,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,262,39984880
2022-03-30,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7854,681093924
2023-10-26,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1187,127688863
2023-06-04,0,HÀ NỘI,1500,Lợn (heo) nội địa,1168,127066536
2022-03-28,0,HÀ NỘI,2000,Lợn (heo) nội địa,10217,776897182
2023-03-20,1,HÀ NỘI,1500,Lợn (heo) nội địa,3434,305749366
2023-06-14,1,HÀ NỘI,2000,Lợn (heo) nội địa,15815,976637815
2024-03-13,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1076,117614679
2023-09-03,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,462,65403304
2022-09-14,0,HÀ NỘI,1500,Lợn (heo) nội địa,4218,419125407
2022-11-02,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1398,172479695
2022-05-18,0,HÀ NỘI,2000,Lợn (heo) nội địa,10259,665063277
2024-03-16,1,HÀ NỘI,1500,Lợn (heo) nội địa,5162,592349800
2022-01-11,0,HÀ NỘI,1500,Lợn (heo) nội địa,3197,398230044
2022-07-22,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1425,172021931
2023-01-18,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,613,117336285
2023-09-01,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8623,734054606
2023-06-05,1,HÀ NỘI,1500,Lợn (heo) nội địa,3872,361128697
2023-05-30,1,HÀ NỘI,2000,Lợn (heo) nội địa,15393,901034015
2024-01-30,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,946,105346624
2023-09-29,0,HÀ NỘI,2000,Lợn (heo) nội địa,472,31420317
2023-08-27,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,838,73295717
2023-07-27,1,HÀ NỘI,1500,Lợn (heo) nội địa,3676,352783422
2023-12-07,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,444,32087440
2024-02-20,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8986,676032684
2023-04-04,0,HÀ NỘI,1500,Lợn (heo) nội địa,864,80295110
2022-03-12,0,HÀ NỘI,1500,Lợn (heo) nội địa,4730,675223335
2023-03-20,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,915,102696377
2022-11-28,0,HÀ NỘI,2000,Lợn (heo) nội địa,12331,825548018
2023-12-08,1,HÀ NỘI,2000,Lợn (heo) nội địa,13618,846314424
2022-12-14,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7522,538173118
2024-01-10,1,HÀ NỘI,2000,Lợn (heo) nội địa,16279,987844801
2023-07-11,0,HÀ NỘI,2000,Lợn (heo) nội địa,809,51490045
2024-03-17,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1480,191748748
2023-09-03,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,812,66410854
2023-07-18,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1109,126225058
2023-10-08,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,465,66922335
2023-07-11,1,HÀ NỘI,2000,Lợn (heo) nội địa,16052,1007892515
2024-03-09,1,HÀ NỘI,2000,Lợn (heo) nội địa,15418,1043032138
2023-03-17,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1307,100242177
2023-05-20,1,HÀ NỘI,2000,Lợn (heo) nội địa,14343,889977095
2023-08-16,1,HÀ NỘI,2000,Lợn (heo) nội địa,16611,1039874217
2024-01-28,1,HÀ NỘI,1500,Lợn (heo) nội địa,5584,652923125
2023-09-26,1,HÀ NỘI,1500,Lợn (heo) nội địa,3829,365249212
2023-06-01,1,HÀ NỘI,1500,Lợn (heo) nội địa,3416,318916117
2023-03-09,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1534,114383916
2024-02-16,1,HÀ NỘI,1500,Lợn (heo) nội địa,3126,301763239
2023-03-27,0,HÀ NỘI,1500,Lợn (heo) nội địa,930,88979368
2022-12-03,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,989,89126285
2023-09-30,0,HÀ NỘI,1500,Lợn (heo) nội địa,977,109049401
2023-02-21,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,589,68798600
2022-10-04,1,HÀ NỘI,2000,Lợn (heo) nội địa,1092,74266523
2023-07-19,1,HÀ NỘI,1500,Lợn (heo) nội địa,3940,377597081
2023-06-23,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7942,613770092
2022-04-28,0,HÀ NỘI,1500,Lợn (heo) nội địa,2850,300972915
2023-07-23,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,10361,861651442
2024-03-29,1,HÀ NỘI,2000,Lợn (heo) nội địa,14739,954830215
2022-06-24,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1383,174905701
2023-10-01,0,HÀ NỘI,1500,Lợn (heo) nội địa,1118,130112215
2023-02-23,1,HÀ NỘI,1500,Lợn (heo) nội địa,3099,291966523
2022-06-15,0,HÀ NỘI,1500,Lợn (heo) nội địa,4047,366111152
2022-03-06,0,HÀ NỘI,1500,Lợn (heo) nội địa,5640,777646489
2023-09-10,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,849,68237353
2022-07-12,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1538,207128992
2022-07-15,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7228,581029372
2022-10-25,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7395,598203235
2023-06-03,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1159,93307391
2023-08-08,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1176,139816682
2022-10-13,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8150,659289007
2022-09-23,0,HÀ NỘI,1500,Lợn (heo) nội địa,3501,349621357
2023-07-30,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1483,193756981
2022-03-24,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1410,190580771
2022-08-29,1,HÀ NỘI,2000,Lợn (heo) nội địa,526,34500651
2022-01-12,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1205,160046770
2024-02-03,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,432,39524265
2023-10-02,0,HÀ NỘI,2000,Lợn (heo) nội địa,637,43202281
2023-05-13,0,HÀ NỘI,1500,Lợn (heo) nội địa,878,92677196
2023-04-15,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,475,82334452
2023-11-26,0,HÀ NỘI,1500,Lợn (heo) nội địa,743,79018290
2024-01-16,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,10190,758893230
2023-12-22,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,994,111926975
2023-09-29,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,878,101762036
2023-08-09,0,HÀ NỘI,1500,Lợn (heo) nội địa,792,83208055
2023-12-31,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1151,144715075
2023-03-15,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,446,73385700
2024-01-01,0,HÀ NỘI,1500,Lợn (heo) nội địa,663,71579551
2023-12-07,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,301,41562167
2023-01-16,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,2186,171981561
2022-01-19,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1098,147280469
2022-11-04,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,6937,555202032
2022-06-19,0,HÀ NỘI,2000,Lợn (heo) nội địa,13380,916237892
2023-05-11,1,HÀ NỘI,2000,Lợn (heo) nội địa,13758,813060713
2023-08-15,1,HÀ NỘI,2000,Lợn (heo) nội địa,16838,1074910871
2023-05-16,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,449,66285991
2023-10-28,0,HÀ NỘI,1500,Lợn (heo) nội địa,818,89405150
2024-03-05,0,HÀ NỘI,1500,Lợn (heo) nội địa,522,51179393
2023-10-27,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,587,45119482
2022-07-11,0,HÀ NỘI,2000,Lợn (heo) nội địa,13380,938742383
2023-10-16,0,HÀ NỘI,1500,Lợn (heo) nội địa,717,72538274
2024-02-29,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,455,39600179
2023-09-11,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1093,126605328
2022-09-22,0,HÀ NỘI,2000,Lợn (heo) nội địa,12652,847246402
2023-02-25,1,HÀ NỘI,1500,Lợn (heo) nội địa,3938,454169731
2023-08-18,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,630,50955817
2022-02-20,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1976,287377102
2023-04-28,1,HÀ NỘI,1500,Lợn (heo) nội địa,2687,260504970
2024-01-19,0,HÀ NỘI,1500,Lợn (heo) nội địa,501,50202179
2024-04-15,1,HÀ NỘI,2000,Lợn (heo) nội địa,19777,1267395406
2024-03-21,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,10397,813447084
2022-11-11,1,HÀ NỘI,2000,Lợn (heo) nội địa,1131,75274815
2023-11-10,1,HÀ NỘI,2000,Lợn (heo) nội địa,14139,863296359
2023-04-07,0,HÀ NỘI,2000,Lợn (heo) nội địa,974,60678597
2022-07-05,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8659,648685830
2024-04-16,1,HÀ NỘI,2000,Lợn (heo) nội địa,18332,1152042570
2023-05-07,0,HÀ NỘI,1500,Lợn (heo) nội địa,1135,111105971
2023-03-02,0,HÀ NỘI,1500,Lợn (heo) nội địa,844,79223638
2023-09-20,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,388,61890114
2023-08-20,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,907,73917824
2023-12-30,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,366,52541496
2022-09-09,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1209,122079493
2022-07-24,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9219,807563735
2023-02-25,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1705,135001985
2022-01-26,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1030,181614725
2023-03-25,1,HÀ NỘI,1500,Lợn (heo) nội địa,4470,484905652
2023-03-26,1,HÀ NỘI,2000,Lợn (heo) nội địa,14466,888623298
2024-01-11,1,HÀ NỘI,2000,Lợn (heo) nội địa,15529,952583099
2023-04-15,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1327,98654051
2022-11-21,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1475,175996148
2024-04-07,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,11379,967517364
2022-01-13,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7519,732456709
2022-09-16,0,HÀ NỘI,2000,Lợn (heo) nội địa,11904,802954448
2023-07-19,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1162,126838536
2024-03-09,1,HÀ NỘI,1500,Lợn (heo) nội địa,5128,587253564
2023-07-31,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9632,762547977
2022-08-03,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1440,175987159
2022-09-18,0,HÀ NỘI,2000,Lợn (heo) nội địa,14488,1034796846
2022-12-04,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8491,733953749
2023-11-02,1,HÀ NỘI,1500,Lợn (heo) nội địa,3882,362017452
2024-01-15,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1180,129568383
2023-07-27,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,446,63659841
2023-06-23,1,HÀ NỘI,1500,Lợn (heo) nội địa,3614,366311681
2023-08-02,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1110,120313929
2023-03-28,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,910,95820816
2023-08-09,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1117,129258074
2024-02-23,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,385,31846145
2024-02-14,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,315,39432776
2023-07-05,1,HÀ NỘI,2000,Lợn (heo) nội địa,14913,927785018
2023-11-09,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1157,130837836
2023-04-28,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,6785,515543598
2022-10-19,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,499,39490907
2023-02-17,0,HÀ NỘI,2000,Lợn (heo) nội địa,1635,104956753
2023-11-29,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,439,32697879
2023-03-31,1,HÀ NỘI,1500,Lợn (heo) nội địa,2944,273381460
2022-01-21,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,5817,542113702
2023-04-12,0,HÀ NỘI,1500,Lợn (heo) nội địa,752,71094610
2023-08-21,0,HÀ NỘI,1500,Lợn (heo) nội địa,860,83618308
2023-07-13,0,HÀ NỘI,1500,Lợn (heo) nội địa,735,76225119
2022-09-14,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,589,50251549
2022-04-25,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1338,171162242
2022-01-22,0,HÀ NỘI,1500,Lợn (heo) nội địa,4577,639283484
2023-11-14,1,HÀ NỘI,2000,Lợn (heo) nội địa,16820,1030525662
2022-02-07,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1130,137663737
2022-06-14,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8749,684457764
2023-12-08,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8794,677846280
2022-05-13,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,6728,539452194
2022-08-30,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8213,670554766
2022-08-24,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9474,777540133
2022-11-01,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7634,593281676
2024-01-23,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,407,31339411
2023-08-11,1,HÀ NỘI,1500,Lợn (heo) nội địa,3742,359775472
2023-06-23,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,938,104034825
2022-12-30,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1067,92960624
2023-05-04,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,440,57689630
2022-09-17,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,561,57421710
2022-01-17,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1164,154088909
2023-01-09,1,HÀ NỘI,2000,Lợn (heo) nội địa,9881,580735275
2022-06-04,0,HÀ NỘI,1500,Lợn (heo) nội địa,4798,544551754
2023-01-11,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,610,68669726
2023-07-02,0,HÀ NỘI,2000,Lợn (heo) nội địa,981,66397822
2022-06-21,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9077,693472626
2023-06-25,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9767,815019748
2022-11-24,0,HÀ NỘI,2000,Lợn (heo) nội địa,11434,763424862
2023-06-29,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1012,111652603
2023-12-04,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,11173,858835837
2024-03-27,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,10613,833546494
2024-02-07,1,HÀ NỘI,1500,Lợn (heo) nội địa,4823,687940369
2023-12-31,0,HÀ NỘI,2000,Lợn (heo) nội địa,406,28810895
2023-01-30,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,2575,181560792
2023-09-28,0,HÀ NỘI,1500,Lợn (heo) nội địa,855,80913571
2023-10-12,1,HÀ NỘI,1500,Lợn (heo) nội địa,3877,373071504
2023-10-01,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1561,206448654
2023-03-08,1,HÀ NỘI,1500,Lợn (heo) nội địa,2758,257186042
2023-07-09,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1535,199600047
2023-04-30,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,1123,83801405
2023-09-15,0,HÀ NỘI,1500,Lợn (heo) nội địa,671,67286070
2023-10-31,0,HÀ NỘI,2000,Lợn (heo) nội địa,474,29305372
2023-06-20,0,HÀ NỘI,2000,Lợn (heo) nội địa,824,54646075
2023-12-12,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,318,49124270
2023-11-13,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1217,143814985
2023-02-21,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7392,531574963
2022-09-03,0,HÀ NỘI,2000,Lợn (heo) nội địa,10889,796002505
2023-01-19,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,803,160477039
2023-10-15,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,718,59551230
2022-12-11,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8329,728045707
2024-03-19,1,HÀ NỘI,2000,Lợn (heo) nội địa,18086,1175241454
2023-04-13,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,934,112186838
2022-09-27,0,HÀ NỘI,1500,Lợn (heo) nội địa,4327,438594564
2022-05-01,0,HÀ NỘI,1500,Lợn (heo) nội địa,3729,426189056
2023-10-28,1,HÀ NỘI,2000,Lợn (heo) nội địa,15434,1006807668
2023-10-25,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,321,50522155
2023-05-31,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,453,75143516
2023-07-15,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1296,181697854
2023-04-24,0,HÀ NỘI,2000,Lợn (heo) nội địa,1065,65150154
2024-01-15,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,471,38190097
2023-01-17,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,2090,165246091
2023-06-10,1,HÀ NỘI,2000,Lợn (heo) nội địa,13992,919271563
2022-08-07,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9441,831403745
2024-03-05,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,10178,790618488
2023-06-14,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9267,706667277
2022-01-14,0,HÀ NỘI,1500,Lợn (heo) nội địa,2982,365379602
2023-02-10,1,HÀ NỘI,2000,Lợn (heo) nội địa,9507,553809738
2022-09-08,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8689,698709683
2023-08-19,1,HÀ NỘI,1500,Lợn (heo) nội địa,5174,599759698
2023-09-03,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8269,692436333
2024-01-14,1,HÀ NỘI,2000,Lợn (heo) nội địa,18596,1241569352
2022-01-23,0,HÀ NỘI,1500,Lợn (heo) nội địa,4196,564873666
2023-02-09,1,HÀ NỘI,1500,Lợn (heo) nội địa,2772,246874063
2023-08-24,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1054,127454317
2024-04-04,0,HÀ NỘI,2000,Lợn (heo) nội địa,473,32321097
2023-12-12,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9708,737099646
2024-04-02,0,HÀ NỘI,1500,Lợn (heo) nội địa,607,63512507
2023-04-11,0,HÀ NỘI,2000,Lợn (heo) nội địa,1077,68247407
2023-02-21,1,HÀ NỘI,2000,Lợn (heo) nội địa,12084,731901163
2023-02-04,0,HÀ NỘI,2000,Lợn (heo) nội địa,2406,151115914
2024-01-18,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,322,47398404
2023-04-03,0,HÀ NỘI,2000,Lợn (heo) nội địa,1209,76764243
2022-09-08,0,HÀ NỘI,1500,Lợn (heo) nội địa,4137,416327402
2024-01-28,1,HÀ NỘI,2000,Lợn (heo) nội địa,17050,1160056669
2022-02-22,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1411,188138783
2022-06-06,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1505,176099355
2023-05-09,1,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,1043,113220018
2023-12-15,0,HÀ NỘI,2000,Lợn (heo) nội địa,377,24794642
2023-08-01,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,765,60129409
2023-11-24,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,458,36969245
2023-01-04,1,HÀ NỘI,2000,Lợn (heo) nội địa,1064,69110453
2022-05-25,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8124,620019872
2023-11-16,0,HÀ NỘI,1500,Lợn (heo) nội địa,499,50800927
2023-11-02,1,HÀ NỘI,2000,Lợn (heo) nội địa,16319,999548294
2023-04-23,1,HÀ NỘI,1500,Lợn (heo) nội địa,5332,560822388
2023-09-09,1,HÀ NỘI,1500,Lợn (heo) nội địa,4878,556813682
2022-11-28,0,HÀ NỘI,1500,Lợn (heo) nội địa,4100,408867463
2023-10-15,0,HÀ NỘI,2000,Lợn (heo) nội địa,715,49618406
2023-02-02,0,HÀ NỘI,1500,Lợn (heo) nội địa,1168,107500566
2024-01-06,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,417,55909968
2023-12-01,0,HÀ NỘI,1500,Lợn (heo) nội địa,492,52745834
2023-01-21,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,412,29285847
2023-03-13,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,489,71181525
2023-10-25,1,HÀ NỘI,2000,Lợn (heo) nội địa,16067,991157921
2023-05-24,1,HÀ NỘI,2000,Lợn (heo) nội địa,13550,769310219
2023-09-18,1,HÀ NỘI,2000,Lợn (heo) nội địa,17232,1085411879
2023-05-05,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,410,54884670
2023-04-02,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9309,729135838
2024-04-12,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,468,38880048
2022-09-26,0,HÀ NỘI,1500,Lợn (heo) nội địa,4230,434762810
2023-07-12,1,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9146,718121665
2022-04-03,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,9392,866942626
2023-12-18,1,HÀ NỘI,1500,Lợn (heo) nội địa,4358,416164474
2022-12-06,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,7382,597416788
2022-11-28,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,8031,624926391
2022-12-29,0,HÀ NỘI,1500,Lợn (heo) nội địa,3936,402472235
2023-10-15,0,HÀ NỘI,1500,Lợn (heo) nội địa,998,104278975
2023-04-21,0,HÀ NỘI,2000,Lợn (heo) nội địa,914,55186038
2023-12-14,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,320,51671030
2023-07-07,0,HÀ NỘI,1500,Lợn (heo) nội địa,765,69262785
2023-11-10,0,HÀ NỘI,1500,Lợn (heo) nội địa,490,48796535
2023-04-28,1,HÀ NỘI,2000,Lợn (heo) nội địa,10236,624201615
2024-04-01,0,HÀ NỘI,2000,Lợn (heo) nội địa,567,40026327
2022-09-23,1,HÀ NỘI,2000,Lợn (heo) nội địa,949,62807381
2023-07-28,0,HỒ CHÍ MINH,2000,Lợn (heo) nội địa,724,54886348
2023-06-08,1,HÀ NỘI,2000,Lợn (heo) nội địa,14406,918175967
2023-02-02,1,HÀ NỘI,1500,Lợn (heo) nội địa,2440,223227290
2023-03-28,0,HÀ NỘI,1500,Lợn (heo) nội địa,917,84505126
2024-01-22,0,HỒ CHÍ MINH,1500,Lợn (heo) nội địa,345,44598161
2024-02-06,0,HÀ NỘI,2000,Lợn (heo) nội địa,357,27934651
